Depth (m),AF (mT),x (emu),y (emu),z (emu)
5.2561,15,-7.35E-07,1.34E-07,2.39E-05
5.2561,17.5,-1.34E-06,2.53E-07,2.26E-05
5.2561,20,-7.41E-07,2.51E-07,2.16E-05
5.2561,25,-2.89E-07,9.04E-07,1.95E-05
5.2561,30,-8.94E-08,1.56E-06,1.75E-05
5.2561,35,1.10E-07,1.72E-06,1.55E-05
5.2561,40,3.09E-07,1.88E-06,1.39E-05
5.2561,45,3.97E-07,2.04E-06,1.24E-05
5.2561,50,4.84E-07,1.62E-06,1.09E-05
5.2561,60,5.72E-07,1.21E-06,9.09E-06
5.2561,70,4.43E-07,7.92E-07,7.30E-06
5.2561,80,3.15E-07,9.57E-07,5.52E-06
5.2561,90,1.86E-07,1.12E-06,4.18E-06
5.2561,100,4.04E-06,1.29E-06,2.84E-06
5.2821,0,-6.01E-07,8.67E-07,5.38E-05
5.2821,2.5,-6.98E-07,-4.85E-07,4.36E-05
5.2821,5,-6.81E-07,-1.73E-06,3.44E-05
5.2821,7.5,-5.57E-07,-2.15E-07,2.96E-05
5.2821,10,-1.44E-07,-1.08E-06,2.61E-05
5.2821,12.5,-5.86E-07,-1.06E-06,2.39E-05
5.2821,15,-2.40E-07,-1.00E-06,2.25E-05
5.2821,17.5,-8.54E-07,-6.72E-07,2.07E-05
5.2821,20,-9.30E-07,-9.86E-08,1.93E-05
5.2821,25,-3.68E-07,4.92E-07,1.71E-05
5.2821,30,-5.95E-07,1.08E-06,1.49E-05
5.2821,35,-8.23E-07,1.01E-06,1.26E-05
5.2821,40,-1.05E-06,9.43E-07,1.10E-05
5.2821,45,-9.95E-07,8.74E-07,9.36E-06
5.2821,50,-9.39E-07,5.83E-07,7.71E-06
5.2821,60,-8.83E-07,2.93E-07,6.64E-06
5.2821,70,-8.11E-07,1.50E-09,5.56E-06
5.2821,80,-7.39E-07,-8.50E-08,4.49E-06
5.2821,90,-6.67E-07,-1.72E-07,3.12E-06
5.2821,100,3.84E-06,-2.59E-07,1.76E-06
5.3331,0,-2.06E-06,6.34E-06,5.39E-05
5.3331,2.5,-2.05E-06,2.52E-06,4.39E-05
5.3331,5,-1.52E-06,1.44E-06,3.53E-05
5.3331,7.5,-1.42E-06,9.95E-07,3.00E-05
5.3331,10,-2.00E-06,1.01E-06,2.65E-05
5.3331,12.5,-1.36E-06,1.53E-06,2.44E-05
5.3331,15,-9.31E-07,5.89E-07,2.27E-05
5.3331,17.5,-1.77E-06,1.52E-06,2.09E-05
5.3331,20,-1.27E-06,2.06E-06,2.00E-05
5.3331,25,-1.67E-06,2.03E-06,1.79E-05
5.3331,30,-1.66E-06,1.99E-06,1.58E-05
5.3331,35,-1.65E-06,2.15E-06,1.37E-05
5.3331,40,-1.63E-06,2.31E-06,1.22E-05
5.3331,45,-1.62E-06,2.46E-06,1.06E-05
5.3331,50,-1.60E-06,2.83E-06,9.03E-06
5.3331,60,-1.58E-06,3.20E-06,7.51E-06
5.3331,70,-2.02E-06,3.58E-06,5.99E-06
5.3331,80,-2.46E-06,3.13E-06,4.46E-06
5.3331,90,-2.90E-06,2.68E-06,2.86E-06
5.3331,100,3.99E-06,2.24E-06,1.26E-06
5.3591,0,1.64E-06,-1.44E-06,5.72E-05
5.3591,2.5,1.85E-07,-1.00E-06,4.65E-05
5.3591,5,4.00E-09,-8.21E-07,3.57E-05
5.3591,7.5,1.39E-07,-6.87E-07,2.89E-05
5.3591,10,1.49E-07,-1.08E-06,2.49E-05
5.3591,12.5,9.11E-07,-2.25E-08,2.26E-05
5.3591,15,1.21E-06,-7.79E-07,2.03E-05
5.3591,17.5,7.32E-07,-1.23E-07,1.95E-05
5.3591,20,1.30E-06,-6.15E-07,1.82E-05
5.3591,25,2.51E-07,-6.17E-07,1.62E-05
5.3591,30,3.04E-07,-6.19E-07,1.42E-05
5.3591,35,3.57E-07,-6.55E-07,1.22E-05
5.3591,40,4.10E-07,-6.90E-07,1.11E-05
5.3591,45,6.13E-07,-7.25E-07,1.00E-05
5.3591,50,8.16E-07,-4.42E-07,8.93E-06
5.3591,60,1.02E-06,-1.60E-07,7.34E-06
5.3591,70,7.93E-07,1.22E-07,5.74E-06
5.3591,80,5.68E-07,-5.32E-08,4.14E-06
5.3591,90,3.43E-07,-2.29E-07,2.99E-06
5.3591,100,2.80E-06,-4.05E-07,1.84E-06
5.4101,0,9.84E-06,-2.61E-06,4.48E-05
5.4101,2.5,6.61E-06,-1.68E-06,3.47E-05
5.4101,5,5.22E-06,1.59E-07,2.47E-05
5.4101,7.5,4.42E-06,-8.46E-07,1.99E-05
5.4101,10,3.71E-06,-4.27E-07,1.64E-05
5.4101,12.5,3.62E-06,-1.06E-07,1.48E-05
5.4101,15,3.59E-06,-2.45E-07,1.36E-05
5.4101,17.5,2.99E-06,-1.47E-07,1.22E-05
5.4101,20,3.39E-06,2.85E-07,1.16E-05
5.4101,25,2.53E-06,5.45E-07,1.05E-05
5.4101,30,2.24E-06,8.05E-07,9.51E-06
5.4101,35,1.96E-06,5.52E-07,8.47E-06
5.4101,40,1.67E-06,2.99E-07,7.84E-06
5.4101,45,1.02E-06,4.54E-08,7.20E-06
5.4101,50,3.67E-07,-1.75E-07,6.57E-06
5.4101,60,-2.86E-07,-3.95E-07,5.78E-06
5.4101,70,-3.55E-07,-6.16E-07,5.00E-06
5.4101,80,-4.24E-07,-6.32E-07,4.21E-06
5.4101,90,-4.93E-07,-6.48E-07,3.11E-06
5.4101,100,2.30E-06,-6.65E-07,2.01E-06
5.4371,0,9.81E-07,-2.52E-06,5.01E-05
5.4371,2.5,5.88E-08,-1.27E-06,4.11E-05
5.4371,5,-7.97E-08,-9.58E-07,3.17E-05
5.4371,7.5,-1.64E-07,-1.02E-06,2.66E-05
5.4371,10,-7.39E-07,-8.74E-07,2.28E-05
5.4371,12.5,-8.89E-07,-6.23E-07,2.07E-05
5.4371,15,-8.78E-07,3.34E-07,1.90E-05
5.4371,17.5,-1.30E-06,-5.17E-07,1.77E-05
5.4371,20,-6.77E-07,-1.86E-07,1.77E-05
5.4371,25,-5.56E-07,2.52E-07,1.56E-05
5.4371,30,-5.25E-07,6.90E-07,1.36E-05
5.4371,35,-4.94E-07,6.80E-07,1.16E-05
5.4371,40,-4.62E-07,6.69E-07,1.06E-05
5.4371,45,-6.02E-07,6.59E-07,9.50E-06
5.4371,50,-7.42E-07,5.45E-07,8.44E-06
5.4371,60,-8.82E-07,4.31E-07,7.13E-06
5.4371,70,-8.41E-07,3.16E-07,5.81E-06
5.4371,80,-8.01E-07,4.51E-07,4.49E-06
5.4371,90,-7.61E-07,5.85E-07,2.64E-06
5.4371,100,2.33E-06,7.19E-07,7.96E-07
5.4891,0,2.72E-06,-4.01E-06,5.75E-05
5.4891,2.5,2.31E-06,-2.77E-06,4.78E-05
5.4891,5,2.28E-06,-2.25E-06,3.82E-05
5.4891,7.5,1.95E-06,-1.33E-06,3.28E-05
5.4891,10,1.63E-06,-2.81E-06,2.83E-05
5.4891,12.5,1.69E-06,-2.60E-06,2.59E-05
5.4891,15,1.43E-06,-1.86E-06,2.46E-05
5.4891,17.5,7.06E-07,-1.72E-06,2.28E-05
5.4891,20,1.29E-06,-1.34E-06,2.08E-05
5.4891,25,1.31E-06,-1.07E-06,1.85E-05
5.4891,30,7.82E-07,-8.09E-07,1.63E-05
5.4891,35,2.52E-07,-8.01E-07,1.40E-05
5.4891,40,-2.79E-07,-7.93E-07,1.26E-05
5.4891,45,-4.02E-07,-7.85E-07,1.12E-05
5.4891,50,-5.25E-07,-8.65E-07,9.87E-06
5.4891,60,-6.48E-07,-9.46E-07,8.19E-06
5.4891,70,-7.34E-07,-1.03E-06,6.51E-06
5.4891,80,-8.20E-07,-6.61E-07,4.84E-06
5.4891,90,-9.05E-07,-2.97E-07,3.96E-06
5.4891,100,2.92E-06,6.80E-08,3.08E-06
5.5141,0,4.91E-06,-2.24E-07,3.79E-05
5.5141,2.5,4.13E-06,-9.18E-07,2.94E-05
5.5141,5,3.99E-06,-8.50E-07,2.17E-05
5.5141,7.5,3.43E-06,-6.19E-07,1.71E-05
5.5141,10,3.61E-06,-2.84E-07,1.42E-05
5.5141,12.5,3.80E-06,2.30E-07,1.30E-05
5.5141,15,3.48E-06,-2.61E-07,1.14E-05
5.5141,17.5,3.94E-06,-2.84E-07,1.04E-05
5.5141,20,3.50E-06,-4.73E-07,1.00E-05
5.5141,25,3.17E-06,2.65E-07,8.93E-06
5.5141,30,2.71E-06,1.00E-06,7.86E-06
5.5141,35,2.24E-06,8.92E-07,6.79E-06
5.5141,40,1.77E-06,7.80E-07,6.06E-06
5.5141,45,1.75E-06,6.69E-07,5.33E-06
5.5141,50,1.72E-06,8.24E-07,4.60E-06
5.5141,60,1.70E-06,9.78E-07,3.89E-06
5.5141,70,1.32E-06,1.13E-06,3.17E-06
5.5141,80,9.48E-07,9.80E-07,2.45E-06
5.5141,90,5.73E-07,8.26E-07,1.38E-06
5.5141,100,3.66E-06,6.72E-07,3.08E-07
5.5651,0,1.10E-06,-9.38E-07,3.81E-05
5.5651,2.5,6.10E-07,2.30E-07,2.90E-05
5.5651,5,7.55E-07,8.23E-07,2.06E-05
5.5651,7.5,5.20E-07,4.99E-07,1.57E-05
5.5651,10,9.09E-07,9.28E-07,1.26E-05
5.5651,12.5,1.11E-06,4.29E-08,1.13E-05
5.5651,15,1.08E-06,-2.56E-07,9.78E-06
5.5651,17.5,9.13E-07,-7.56E-07,8.90E-06
5.5651,20,1.06E-06,8.46E-08,8.59E-06
5.5651,25,8.24E-07,2.48E-07,7.82E-06
5.5651,30,2.11E-07,4.12E-07,7.05E-06
5.5651,35,-4.01E-07,4.00E-07,6.28E-06
5.5651,40,-1.01E-06,3.87E-07,6.07E-06
5.5651,45,-1.61E-06,3.75E-07,5.86E-06
5.5651,50,-2.21E-06,4.07E-07,5.65E-06
5.5651,60,-2.81E-06,4.39E-07,4.69E-06
5.5651,70,-2.53E-06,4.71E-07,3.72E-06
5.5651,80,-2.25E-06,4.73E-07,2.75E-06
5.5651,90,-1.97E-06,4.74E-07,1.91E-06
5.5651,100,2.56E-06,4.75E-07,1.06E-06
5.5911,0,1.65E-06,-6.46E-07,4.35E-05
5.5911,2.5,1.58E-06,-1.52E-06,3.39E-05
5.5911,5,1.55E-06,-1.20E-06,2.46E-05
5.5911,7.5,1.66E-06,-1.17E-06,1.97E-05
5.5911,10,1.20E-06,-1.34E-06,1.63E-05
5.5911,12.5,1.23E-06,-6.88E-07,1.47E-05
5.5911,15,1.24E-06,-7.17E-07,1.26E-05
5.5911,17.5,8.18E-07,-1.53E-07,1.21E-05
5.5911,20,1.02E-06,-1.21E-07,1.10E-05
5.5911,25,-1.26E-07,1.46E-07,9.90E-06
5.5911,30,-5.57E-07,4.12E-07,8.75E-06
5.5911,35,-9.87E-07,5.89E-07,7.60E-06
5.5911,40,-1.42E-06,7.66E-07,6.89E-06
5.5911,45,-1.61E-06,9.43E-07,6.17E-06
5.5911,50,-1.80E-06,8.25E-07,5.46E-06
5.5911,60,-1.99E-06,7.06E-07,4.79E-06
5.5911,70,-2.46E-06,5.88E-07,4.12E-06
5.5911,80,-2.94E-06,8.91E-08,3.45E-06
5.5911,90,-3.41E-06,-4.10E-07,2.10E-06
5.5911,100,3.44E-06,-9.08E-07,7.51E-07
5.6401,0,-2.61E-06,3.16E-07,4.36E-05
5.6401,2.5,-2.25E-06,8.10E-07,3.41E-05
5.6401,5,-1.52E-06,9.40E-07,2.48E-05
5.6401,7.5,-9.78E-07,6.81E-07,1.97E-05
5.6401,10,-5.02E-07,1.47E-06,1.68E-05
5.6401,12.5,-6.46E-07,6.28E-07,1.48E-05
5.6401,15,-4.79E-07,8.72E-07,1.34E-05
5.6401,17.5,-8.08E-07,8.66E-07,1.25E-05
5.6401,20,-5.12E-07,1.07E-06,1.12E-05
5.6401,25,-1.29E-06,1.13E-06,9.87E-06
5.6401,30,-1.13E-06,1.20E-06,8.53E-06
5.6401,35,-9.58E-07,1.20E-06,7.20E-06
5.6401,40,-7.90E-07,1.20E-06,6.36E-06
5.6401,45,-1.15E-06,1.20E-06,5.53E-06
5.6401,50,-1.51E-06,1.54E-06,4.69E-06
5.6401,60,-1.88E-06,1.89E-06,3.96E-06
5.6401,70,-1.88E-06,2.23E-06,3.22E-06
5.6401,80,-1.88E-06,2.11E-06,2.49E-06
5.6401,90,-1.88E-06,1.98E-06,1.79E-06
5.6401,100,4.18E-06,1.85E-06,1.09E-06
5.6661,0,-1.07E-06,-4.67E-07,3.63E-05
5.6661,2.5,-9.22E-07,1.77E-06,2.77E-05
5.6661,5,-4.57E-07,7.89E-07,2.01E-05
5.6661,7.5,-1.96E-07,8.17E-07,1.59E-05
5.6661,10,-8.05E-08,6.85E-07,1.33E-05
5.6661,12.5,9.81E-07,-2.85E-07,1.14E-05
5.6661,15,-6.18E-07,-1.12E-07,1.01E-05
5.6661,17.5,-2.85E-07,1.33E-07,9.12E-06
5.6661,20,5.73E-07,1.20E-06,8.39E-06
5.6661,25,-8.16E-07,6.94E-07,7.19E-06
5.6661,30,-7.44E-07,1.87E-07,6.00E-06
5.6661,35,-6.72E-07,4.89E-07,4.81E-06
5.6661,40,-6.00E-07,7.90E-07,4.13E-06
5.6661,45,-5.71E-07,1.09E-06,3.46E-06
5.6661,50,-5.42E-07,1.09E-06,2.79E-06
5.6661,60,-5.13E-07,1.09E-06,2.14E-06
5.6661,70,-6.70E-07,1.08E-06,1.50E-06
5.6661,80,-8.27E-07,9.88E-07,8.63E-07
5.6661,90,-9.84E-07,8.93E-07,2.25E-07
5.6661,100,2.10E-06,7.98E-07,-4.12E-07
5.7161,0,-2.61E-06,9.23E-06,3.95E-05
5.7161,2.5,-2.06E-06,5.51E-06,3.58E-05
5.7161,5,-1.45E-06,4.05E-06,2.87E-05
5.7161,7.5,-9.42E-07,2.14E-06,2.49E-05
5.7161,10,-1.74E-06,1.98E-06,2.13E-05
5.7161,12.5,-1.55E-06,1.62E-06,1.92E-05
5.7161,15,-1.46E-06,1.85E-06,1.83E-05
5.7161,17.5,-1.63E-06,2.09E-06,1.73E-05
5.7161,20,-1.81E-06,2.05E-06,1.64E-05
5.7161,25,-1.98E-06,2.02E-06,1.43E-05
5.7161,30,-2.10E-06,1.99E-06,1.21E-05
5.7161,35,-2.22E-06,1.82E-06,1.00E-05
5.7161,40,-2.34E-06,1.65E-06,9.36E-06
5.7161,45,-2.03E-06,1.48E-06,8.68E-06
5.7161,50,-1.71E-06,1.67E-06,8.00E-06
5.7161,60,-1.40E-06,1.86E-06,6.61E-06
5.7161,70,-1.62E-06,2.04E-06,5.22E-06
5.7161,80,-1.83E-06,1.90E-06,3.84E-06
5.7161,90,-2.04E-06,1.76E-06,3.26E-06
5.7161,100,8.63E-07,1.62E-06,2.69E-06
5.7431,0,-7.89E-07,-5.76E-07,5.34E-05
5.7431,2.5,-1.02E-06,-1.16E-07,4.47E-05
5.7431,5,-7.67E-07,-9.60E-07,3.52E-05
5.7431,7.5,-6.50E-07,-9.40E-07,2.97E-05
5.7431,10,-7.45E-07,-9.93E-07,2.56E-05
5.7431,12.5,-5.09E-07,-1.42E-06,2.30E-05
5.7431,15,-9.25E-07,-2.43E-07,2.16E-05
5.7431,17.5,-1.69E-06,-1.13E-06,1.98E-05
5.7431,20,-1.17E-06,1.05E-08,1.85E-05
5.7431,25,-1.48E-06,2.06E-07,1.66E-05
5.7431,30,-1.18E-06,4.01E-07,1.47E-05
5.7431,35,-8.79E-07,3.65E-07,1.28E-05
5.7431,40,-5.76E-07,3.29E-07,1.16E-05
5.7431,45,-1.24E-06,2.93E-07,1.04E-05
5.7431,50,-1.91E-06,4.84E-07,9.28E-06
5.7431,60,-2.58E-06,6.75E-07,8.20E-06
5.7431,70,-2.64E-06,8.65E-07,7.12E-06
5.7431,80,-2.71E-06,7.98E-07,6.04E-06
5.7431,90,-2.77E-06,7.30E-07,3.89E-06
5.7431,100,1.02E-06,6.62E-07,1.74E-06
5.7971,0,1.44E-06,1.22E-06,5.11E-05
5.7971,2.5,1.06E-06,1.87E-06,4.25E-05
5.7971,5,1.26E-06,1.54E-06,3.36E-05
5.7971,7.5,1.18E-06,1.92E-06,2.76E-05
5.7971,10,1.23E-06,4.99E-07,2.36E-05
5.7971,12.5,1.58E-06,-1.61E-07,2.13E-05
5.7971,15,1.42E-06,-1.54E-07,1.95E-05
5.7971,17.5,2.41E-07,1.13E-07,1.80E-05
5.7971,20,3.31E-07,1.14E-06,1.73E-05
5.7971,25,5.18E-08,1.35E-06,1.53E-05
5.7971,30,-1.67E-07,1.57E-06,1.32E-05
5.7971,35,-3.85E-07,1.25E-06,1.11E-05
5.7971,40,-6.03E-07,9.40E-07,1.03E-05
5.7971,45,-9.18E-07,6.27E-07,9.54E-06
5.7971,50,-1.23E-06,8.87E-07,8.75E-06
5.7971,60,-1.55E-06,1.15E-06,7.60E-06
5.7971,70,-1.16E-06,1.41E-06,6.44E-06
5.7971,80,-7.80E-07,1.32E-06,5.29E-06
5.7971,90,-3.96E-07,1.23E-06,4.00E-06
5.7971,100,1.87E-06,1.14E-06,2.70E-06
5.8211,0,2.24E-06,2.82E-06,4.11E-05
5.8211,2.5,1.91E-06,2.24E-06,3.37E-05
5.8211,5,1.52E-06,1.66E-06,2.50E-05
5.8211,7.5,1.18E-06,1.54E-06,2.02E-05
5.8211,10,1.18E-06,1.04E-06,1.68E-05
5.8211,12.5,1.26E-06,1.43E-06,1.47E-05
5.8211,15,1.05E-06,1.63E-06,1.35E-05
5.8211,17.5,7.85E-07,1.83E-06,1.22E-05
5.8211,20,5.17E-07,1.55E-06,1.10E-05
5.8211,25,2.50E-07,1.28E-06,9.68E-06
5.8211,30,-2.60E-07,1.00E-06,8.35E-06
5.8211,35,-7.70E-07,9.86E-07,7.01E-06
5.8211,40,-1.28E-06,9.68E-07,6.39E-06
5.8211,45,-1.65E-06,9.50E-07,5.76E-06
5.8211,50,-2.02E-06,8.49E-07,5.13E-06
5.8211,60,-2.38E-06,7.47E-07,4.26E-06
5.8211,70,-2.12E-06,6.45E-07,3.39E-06
5.8211,80,-1.85E-06,5.26E-07,2.52E-06
5.8211,90,-1.58E-06,4.06E-07,2.20E-06
5.8211,100,1.95E-06,2.86E-07,1.88E-06
5.8731,0,1.90E-05,2.51E-06,3.93E-05
5.8731,2.5,1.82E-05,2.46E-06,3.04E-05
5.8731,5,1.73E-05,2.31E-06,2.01E-05
5.8731,7.5,1.65E-05,1.88E-06,1.35E-05
5.8731,10,1.58E-05,2.34E-06,9.15E-06
5.8731,12.5,1.58E-05,2.13E-06,5.01E-06
5.8731,15,1.40E-05,1.85E-06,4.09E-06
5.8731,17.5,1.23E-05,1.58E-06,3.16E-06
5.8731,20,1.06E-05,1.22E-06,2.23E-06
5.8731,25,8.92E-06,8.63E-07,2.49E-06
5.8731,30,8.10E-06,5.05E-07,2.74E-06
5.8731,35,7.29E-06,2.79E-07,3.00E-06
5.8731,40,6.47E-06,5.31E-08,2.44E-06
5.8731,45,5.12E-06,-1.73E-07,1.87E-06
5.8731,50,3.78E-06,-7.95E-08,1.31E-06
5.8731,60,2.43E-06,1.37E-08,1.11E-06
5.8731,70,1.74E-06,1.07E-07,9.07E-07
5.8731,80,1.05E-06,5.81E-08,7.06E-07
5.8731,90,3.58E-07,9.22E-09,5.71E-07
5.8731,100,2.33E-06,-3.98E-08,4.37E-07
5.8991,0,1.25E-06,-1.44E-06,4.39E-05
5.8991,2.5,8.47E-07,1.31E-06,3.30E-05
5.8991,5,1.02E-06,-2.21E-07,2.22E-05
5.8991,7.5,6.32E-07,5.01E-07,1.60E-05
5.8991,10,6.66E-07,5.49E-07,1.27E-05
5.8991,12.5,9.08E-07,-2.59E-07,9.86E-06
5.8991,15,1.08E-06,3.13E-07,8.37E-06
5.8991,17.5,1.12E-06,3.26E-07,8.01E-06
5.8991,20,9.71E-07,1.09E-06,7.63E-06
5.8991,25,2.36E-06,8.10E-07,6.29E-06
5.8991,30,1.47E-06,5.31E-07,4.95E-06
5.8991,35,5.72E-07,1.27E-06,3.62E-06
5.8991,40,-3.21E-07,2.01E-06,2.95E-06
5.8991,45,-1.41E-07,2.75E-06,2.29E-06
5.8991,50,3.85E-08,1.89E-06,1.63E-06
5.8991,60,2.18E-07,1.02E-06,1.68E-06
5.8991,70,-4.94E-07,1.57E-07,1.73E-06
5.8991,80,-1.21E-06,2.98E-07,1.78E-06
5.8991,90,-1.92E-06,4.40E-07,7.64E-07
5.8991,100,3.09E-06,5.81E-07,-2.51E-07
