Name,Field,Squid_x,Squid_y,Squid_z
134,80,2.59E-07,3.26E-07,-3.01E-07
134,90,1.85E-07,4.99E-07,2.33E-07
134,100,-4.33E-07,7.48E-07,9.34E-08
135,0,1.45E-05,-7.32E-07,5.01E-06
135,5,5.40E-06,5.72E-07,3.54E-06
135,10,1.09E-06,1.00E-07,2.04E-06
135,15,4.41E-07,-4.68E-07,9.29E-07
135,20,1.52E-07,-2.38E-07,9.49E-08
135,25,1.65E-07,-4.02E-08,-4.16E-07
135,30,1.01E-07,7.18E-08,-8.22E-07
135,35,1.77E-07,4.35E-08,-1.14E-06
135,40,1.08E-07,-2.05E-07,-1.14E-06
135,45,2.30E-07,9.43E-08,-1.43E-06
135,50,1.11E-07,2.57E-07,-1.82E-06
135,60,-3.72E-07,8.99E-08,-1.75E-06
135,70,-8.32E-08,3.49E-07,-1.54E-06
135,80,-8.24E-08,2.82E-07,-1.27E-06
135,90,-6.34E-08,3.76E-07,-1.25E-06
135,100,-1.66E-07,2.76E-07,-7.36E-07
136,0,2.19E-06,9.57E-07,5.96E-06
136,5,-8.95E-07,1.11E-06,2.41E-06
136,10,-1.69E-06,5.84E-07,-2.59E-07
136,15,-1.61E-06,5.08E-07,-1.51E-06
136,20,-1.49E-06,4.44E-07,-2.01E-06
136,25,-1.45E-06,4.27E-07,-2.48E-06
136,30,-1.40E-06,2.20E-07,-2.99E-06
136,35,-1.17E-06,4.48E-07,-3.30E-06
136,40,-9.35E-07,3.69E-07,-3.49E-06
136,45,-9.21E-07,5.88E-07,-3.53E-06
136,50,-6.62E-07,5.00E-07,-3.59E-06
136,60,-5.13E-07,6.54E-07,-3.48E-06
136,70,-3.38E-07,8.39E-07,-3.10E-06
136,80,-2.31E-07,7.94E-07,-2.85E-06
136,90,-2.02E-07,9.62E-07,-2.82E-06
136,100,7.93E-08,7.03E-07,-2.21E-06
137,0,3.98E-06,-1.88E-06,4.96E-06
137,5,6.92E-07,-3.44E-07,4.15E-06
137,10,-1.21E-06,-4.00E-07,1.38E-06
137,15,-1.63E-06,-5.96E-07,-4.79E-07
137,20,-1.57E-06,-4.97E-07,-1.86E-06
137,25,-1.40E-06,-4.33E-07,-2.98E-06
137,30,-1.38E-06,-4.66E-07,-3.53E-06
137,35,-9.54E-07,-5.65E-07,-4.14E-06
137,40,-1.00E-06,-4.32E-07,-4.48E-06
137,45,-1.17E-06,-3.24E-07,-4.80E-06
137,50,-9.42E-07,-2.06E-07,-5.10E-06
137,60,-7.25E-07,-4.90E-08,-4.83E-06
137,70,-5.22E-07,5.24E-07,-4.81E-06
137,80,-6.54E-07,4.14E-07,-4.43E-06
137,90,-4.30E-07,3.09E-07,-4.17E-06
137,100,-3.01E-07,2.03E-07,-3.77E-06
138,0,2.24E-05,-8.30E-06,1.36E-05
138,5,1.12E-05,-3.75E-06,1.10E-05
138,10,3.62E-06,-1.82E-06,7.52E-06
138,15,1.43E-06,-1.37E-06,5.27E-06
138,20,6.12E-07,-1.15E-06,3.50E-06
138,25,5.83E-07,-8.19E-07,2.41E-06
138,30,3.73E-07,-7.46E-07,1.03E-06
138,35,5.20E-07,-3.87E-07,1.92E-07
138,40,6.03E-08,-5.92E-07,-7.43E-07
138,45,2.35E-07,-4.43E-07,-1.37E-06
138,50,-7.60E-08,-3.17E-07,-1.78E-06
138,60,1.44E-07,-3.70E-07,-2.26E-06
138,70,-4.32E-07,-1.72E-07,-2.85E-06
138,80,4.93E-07,-5.22E-07,-2.31E-06
138,90,-3.94E-07,-4.25E-07,-2.84E-06
138,100,-4.14E-07,-6.21E-07,-3.02E-06
139,0,6.31E-06,-3.86E-06,1.65E-05
139,5,3.18E-06,-2.11E-06,1.36E-05
139,10,1.17E-06,-1.32E-06,1.09E-05
139,15,5.74E-07,-9.00E-07,9.15E-06
139,20,5.30E-07,-6.98E-07,7.72E-06
139,25,4.28E-07,-5.18E-07,6.55E-06
139,30,2.69E-07,-4.99E-07,5.42E-06
139,35,2.18E-07,-4.03E-07,4.52E-06
139,40,1.98E-07,-2.22E-07,3.75E-06
139,45,6.28E-08,-3.65E-07,3.14E-06
139,50,1.98E-07,-1.40E-07,2.56E-06
139,60,-1.85E-08,-5.23E-09,1.83E-06
139,70,-3.88E-08,7.63E-08,1.40E-06
139,80,2.04E-07,5.99E-09,1.02E-06
139,90,1.23E-07,2.09E-07,8.10E-07
139,100,-5.53E-08,8.19E-08,5.17E-07
140,0,4.29E-06,-3.39E-06,1.24E-06
140,5,2.14E-06,-1.85E-06,1.48E-06
140,10,5.56E-07,-9.14E-07,3.48E-07
140,15,2.48E-07,-6.19E-07,-4.90E-07
140,20,1.57E-08,-5.27E-07,-1.08E-06
140,25,4.78E-08,-5.61E-07,-1.72E-06
140,30,1.54E-07,-3.68E-07,-1.94E-06
140,35,2.54E-07,-9.41E-08,-2.23E-06
140,40,-1.26E-07,-2.00E-07,-2.12E-06
140,45,7.91E-08,-3.03E-07,-2.43E-06
140,50,-1.15E-07,-2.75E-07,-2.44E-06
140,60,-4.89E-07,-1.64E-07,-2.32E-06
140,70,2.90E-07,-1.91E-08,-2.47E-06
140,80,2.69E-07,-1.97E-07,-2.09E-06
140,90,-3.32E-07,9.71E-08,-2.05E-06
140,100,1.92E-07,3.31E-08,-1.90E-06
141,0,2.43E-05,-7.08E-06,3.85E-06
141,5,1.31E-05,-3.52E-06,1.87E-06
141,10,5.21E-06,-1.65E-06,-3.41E-07
141,15,2.81E-06,-1.23E-06,-1.41E-06
141,20,1.72E-06,-8.15E-07,-2.21E-06
141,25,1.29E-06,-3.69E-07,-2.66E-06
141,30,9.50E-07,-2.93E-07,-2.78E-06
141,35,4.99E-07,-2.89E-07,-3.17E-06
141,40,6.07E-07,-6.46E-08,-3.30E-06
141,45,5.99E-07,1.04E-07,-3.29E-06
141,50,1.95E-07,-1.08E-07,-3.51E-06
141,60,5.21E-07,2.05E-07,-3.45E-06
141,70,2.59E-07,2.02E-07,-3.36E-06
141,80,7.26E-08,6.55E-08,-2.95E-06
141,90,1.39E-07,1.59E-07,-2.77E-06
141,100,2.10E-07,2.47E-07,-2.47E-06
142,0,3.01E-06,-1.83E-06,5.58E-07
142,5,1.40E-06,-1.23E-06,-1.37E-06
142,10,3.08E-07,-8.79E-07,-3.25E-06
142,15,-1.09E-07,-7.08E-07,-4.17E-06
142,20,-3.25E-07,-4.06E-07,-4.78E-06
142,25,-1.65E-07,-2.58E-07,-5.17E-06
142,30,-1.92E-07,-3.06E-07,-5.29E-06
142,35,-9.95E-08,-1.54E-07,-5.27E-06
142,40,-4.50E-09,-1.11E-08,-5.45E-06
142,45,-4.10E-08,1.02E-07,-5.57E-06
142,50,8.51E-08,-6.97E-08,-5.40E-06
142,60,-3.44E-10,1.92E-07,-5.17E-06
142,70,5.55E-08,-9.75E-08,-4.65E-06
142,80,3.68E-08,-4.30E-08,-4.28E-06
142,90,1.34E-07,-2.39E-07,-3.97E-06
142,100,2.08E-07,-3.46E-07,-3.33E-06
143,0,1.52E-05,-7.83E-06,-7.59E-06
143,5,7.77E-06,-4.54E-06,-7.39E-06
143,10,2.15E-06,-2.88E-06,-8.30E-06
143,15,4.33E-07,-2.48E-06,-8.68E-06
143,20,-3.30E-07,-2.22E-06,-8.87E-06
143,25,-5.63E-07,-2.06E-06,-9.09E-06
143,30,-4.08E-07,-1.93E-06,-8.90E-06
143,35,-4.51E-07,-1.77E-06,-8.76E-06
143,40,-4.46E-07,-1.55E-06,-8.78E-06
143,45,-5.14E-07,-1.54E-06,-8.60E-06
143,50,-4.85E-07,-1.44E-06,-8.34E-06
143,60,-2.32E-07,-1.32E-06,-7.56E-06
143,70,-1.97E-07,-1.17E-06,-7.12E-06
143,80,-1.32E-08,-1.02E-06,-5.94E-06
143,90,-9.37E-08,-7.20E-07,-5.47E-06
143,100,-5.14E-08,-6.69E-07,-4.53E-06
144,0,1.87E-05,-7.29E-06,1.58E-05
144,5,9.41E-06,-3.79E-06,1.10E-05
144,10,3.22E-06,-1.81E-06,7.12E-06
144,15,1.30E-06,-1.48E-06,5.12E-06
144,20,6.68E-07,-8.81E-07,3.75E-06
144,25,4.53E-07,-6.70E-07,2.69E-06
144,30,2.12E-07,-5.62E-07,2.06E-06
144,35,5.12E-08,-3.81E-07,1.49E-06
144,40,-4.85E-08,-3.84E-07,9.90E-07
144,45,-2.73E-08,-1.86E-07,5.55E-07
144,50,-9.67E-08,-9.85E-08,3.32E-07
144,60,-1.73E-08,-1.02E-07,9.25E-08
144,70,3.04E-07,2.62E-07,-2.99E-07
144,80,2.37E-07,-1.31E-07,-2.65E-07
144,90,9.47E-08,3.96E-07,-3.21E-07
144,100,-7.80E-08,3.38E-07,-7.87E-07
145,0,2.84E-06,-3.04E-06,2.72E-06
145,5,1.45E-06,-1.59E-06,2.20E-06
145,10,2.99E-07,-7.43E-07,1.32E-06
145,15,-5.42E-08,-3.64E-07,8.59E-07
145,20,-1.02E-07,-2.81E-07,5.10E-07
145,25,-2.69E-07,-1.70E-07,3.16E-07
145,30,-1.93E-07,-3.06E-07,5.42E-09
145,35,-1.89E-07,-2.32E-07,-2.96E-07
145,40,-1.09E-08,-1.30E-07,-3.61E-07
145,45,2.59E-08,-9.24E-08,-2.16E-07
145,50,1.20E-07,-3.05E-07,-2.46E-07
145,60,2.06E-07,-1.38E-07,-5.15E-07
145,70,1.29E-07,-1.17E-07,-3.85E-07
145,80,4.27E-07,-1.43E-08,-6.00E-07
145,90,4.91E-08,-1.07E-08,-4.39E-07
145,100,8.40E-08,-1.85E-07,-3.23E-07
146,0,1.40E-05,-3.04E-06,2.80E-06
146,5,6.52E-06,-8.20E-07,1.99E-06
146,10,1.63E-06,-3.09E-07,9.08E-07
146,15,6.26E-07,-1.87E-07,1.05E-07
146,20,1.24E-07,-5.57E-07,-3.59E-07
146,25,-8.48E-08,-4.30E-07,-8.76E-07
146,30,-1.88E-08,-3.89E-07,-1.26E-06
146,35,-1.10E-07,-4.07E-07,-1.32E-06
146,40,-2.18E-07,-4.79E-07,-1.42E-06
146,45,1.25E-07,-1.80E-07,-1.48E-06
146,50,4.64E-08,-3.88E-07,-1.53E-06
146,60,-3.89E-07,-1.23E-07,-1.32E-06
146,70,-1.77E-07,-4.78E-07,-1.62E-06
146,80,1.27E-07,-3.94E-07,-1.23E-06
146,90,-2.43E-08,-5.77E-07,-1.05E-06
146,100,1.07E-07,-4.36E-07,-1.19E-06
147,0,-3.07E-06,-1.37E-06,7.65E-06
147,5,-2.73E-06,-9.74E-07,5.95E-06
147,10,-2.33E-06,-7.52E-07,3.33E-06
147,15,-2.01E-06,-6.41E-07,1.89E-06
147,20,-1.80E-06,-6.64E-07,8.24E-07
147,25,-1.66E-06,-6.24E-07,8.23E-08
147,30,-1.17E-06,-5.46E-07,-6.70E-07
147,35,-1.17E-06,-6.15E-07,-1.12E-06
147,40,-9.31E-07,-5.08E-07,-1.46E-06
147,45,-7.30E-07,-5.53E-07,-1.77E-06
147,50,-7.65E-07,-3.82E-07,-1.90E-06
147,60,-7.34E-07,-4.10E-07,-2.07E-06
147,70,-4.16E-07,-4.99E-07,-2.06E-06
147,80,-4.34E-07,-2.87E-07,-1.83E-06
147,90,-3.80E-07,-2.80E-07,-1.75E-06
147,100,-5.03E-08,-2.28E-07,-1.58E-06
148,0,7.57E-06,-4.73E-07,5.51E-06
148,5,4.10E-06,8.30E-07,5.20E-06
148,10,6.41E-07,1.60E-06,2.56E-06
148,15,-3.73E-07,1.88E-06,4.13E-07
148,20,-7.92E-07,1.93E-06,-1.29E-06
148,25,-1.02E-06,1.79E-06,-2.34E-06
148,30,-1.19E-06,1.79E-06,-3.16E-06
148,35,-1.33E-06,1.82E-06,-3.62E-06
148,40,-1.31E-06,1.75E-06,-3.89E-06
148,45,-1.12E-06,1.53E-06,-3.94E-06
148,50,-1.15E-06,1.38E-06,-3.92E-06
148,60,-1.15E-06,1.40E-06,-3.86E-06
148,70,-1.08E-06,1.18E-06,-3.60E-06
148,80,-9.23E-07,8.04E-07,-3.20E-06
148,90,-9.28E-07,8.03E-07,-2.44E-06
148,100,-7.02E-07,8.10E-07,-1.99E-06
149,0,1.79E-05,-9.79E-06,1.57E-05
149,5,1.37E-05,-7.48E-06,1.51E-05
149,10,6.77E-06,-4.20E-06,1.18E-05
149,15,3.27E-06,-2.50E-06,9.14E-06
149,20,1.63E-06,-1.68E-06,7.11E-06
149,25,1.03E-06,-1.35E-06,5.45E-06
149,30,4.63E-07,-9.19E-07,4.23E-06
149,35,2.22E-07,-9.07E-07,3.26E-06
149,40,2.62E-08,-6.03E-07,2.71E-06
149,45,1.47E-07,-7.34E-07,2.11E-06
149,50,-3.90E-07,-5.39E-07,1.45E-06
149,60,6.16E-08,-7.20E-07,7.77E-07
149,70,1.18E-08,-5.09E-07,2.52E-07
149,80,-1.40E-07,-5.56E-07,1.70E-07
149,90,-1.23E-08,-5.88E-07,2.35E-08
149,100,2.15E-08,-3.81E-07,-1.35E-07
150,0,3.58E-06,-7.63E-07,6.85E-06
150,5,2.40E-06,-7.00E-07,5.65E-06
150,10,1.13E-06,-7.97E-07,3.69E-06
150,15,6.89E-07,-7.58E-07,2.62E-06
150,20,4.44E-07,-6.40E-07,1.81E-06
150,25,4.97E-07,-4.32E-07,1.28E-06
150,30,4.02E-07,-4.91E-07,8.80E-07
150,35,2.61E-07,-3.72E-07,5.17E-07
150,40,2.70E-07,-5.52E-07,4.36E-07
150,45,2.41E-07,-3.92E-07,1.18E-07
150,50,2.76E-07,-3.73E-07,-4.20E-08
150,60,1.89E-07,-3.09E-07,-1.81E-07
150,70,1.59E-08,-3.16E-07,-3.89E-07
150,80,4.49E-08,-4.42E-07,-3.15E-07
150,90,-4.90E-08,-2.06E-07,-3.18E-07
150,100,-1.18E-07,-2.05E-07,-3.08E-07
151,0,4.11E-06,-3.21E-07,-4.33E-07
151,5,2.25E-06,-3.35E-07,1.97E-07
151,10,4.27E-07,-3.16E-07,4.03E-07
151,15,1.90E-07,-1.05E-07,6.20E-07
151,20,-1.01E-07,5.21E-07,-1.13E-06
151,25,-2.13E-07,9.89E-08,-8.08E-07
151,30,-1.75E-07,-1.31E-06,-7.63E-07
151,35,8.08E-09,-2.98E-07,1.18E-07
151,40,-1.02E-08,-1.90E-06,-6.77E-07
151,45,-3.59E-07,5.83E-07,-1.74E-07
151,50,-8.23E-08,-1.48E-06,-1.03E-06
151,60,-4.64E-07,9.67E-08,-5.47E-07
151,70,-3.33E-07,-4.59E-07,6.32E-07
151,80,1.21E-07,-2.58E-08,-1.85E-06
151,90,-3.85E-07,-3.72E-07,-1.20E-06
151,100,-4.12E-07,-3.70E-07,-2.01E-06
152,0,3.44E-06,-3.76E-07,2.29E-06
152,5,1.71E-06,5.53E-08,1.44E-06
152,10,3.96E-07,1.20E-07,5.93E-07
152,15,1.15E-07,1.55E-08,9.98E-08
152,20,3.96E-09,2.37E-08,-1.32E-07
152,25,-8.27E-10,1.04E-08,-4.06E-07
152,30,-1.25E-08,1.91E-07,-4.31E-07
152,35,7.35E-08,1.43E-07,-5.43E-07
152,40,9.56E-08,1.70E-08,-5.82E-07
152,45,6.14E-08,9.29E-08,-4.96E-07
152,50,1.28E-07,2.81E-07,-4.85E-07
152,60,5.13E-08,2.28E-07,-5.78E-07
152,70,-2.97E-08,1.37E-07,-5.11E-07
152,80,1.74E-07,-3.74E-08,-6.70E-07
152,90,1.13E-07,1.89E-07,-7.71E-07
152,100,1.66E-07,5.60E-08,-5.82E-07
153,0,-1.98E-06,4.60E-06,-4.66E-06
153,5,-2.38E-06,4.76E-06,-5.28E-06
153,10,-2.55E-06,4.27E-06,-5.96E-06
153,15,-2.08E-06,3.56E-06,-5.91E-06
153,20,-1.74E-06,3.17E-06,-5.51E-06
153,25,-1.46E-06,2.65E-06,-4.70E-06
153,30,-1.41E-06,2.17E-06,-4.09E-06
153,35,-1.00E-06,1.78E-06,-3.84E-06
153,40,-6.49E-07,1.44E-06,-2.96E-06
153,45,-2.38E-07,9.74E-07,-2.43E-06
153,50,-5.48E-07,9.95E-07,-2.43E-06
153,60,-2.05E-07,6.63E-07,-1.77E-06
153,70,-1.07E-07,6.68E-07,-1.50E-06
153,80,2.27E-07,2.77E-07,-1.22E-06
153,90,-2.29E-07,2.56E-07,-1.52E-06
153,100,-3.33E-07,1.99E-07,-1.24E-06
154,0,2.02E-05,2.30E-06,-9.80E-06
154,5,1.03E-05,5.40E-06,-7.90E-06
154,10,1.90E-06,5.62E-06,-8.61E-06
154,15,-4.48E-07,4.55E-06,-8.80E-06
154,20,-8.07E-07,3.79E-06,-8.34E-06
154,25,-7.85E-07,3.06E-06,-7.57E-06
154,30,-7.63E-07,2.56E-06,-6.35E-06
154,35,-6.01E-07,1.98E-06,-5.42E-06
154,40,-3.29E-07,1.57E-06,-4.30E-06
154,45,-8.46E-07,1.35E-06,-3.77E-06
154,50,-2.18E-07,1.25E-06,-3.27E-06
154,60,1.23E-07,5.71E-07,-2.87E-06
154,70,-5.70E-07,4.42E-07,-2.11E-06
154,80,7.53E-08,1.36E-07,-1.98E-06
154,90,3.83E-07,3.22E-07,-1.39E-06
154,100,-3.79E-07,-1.15E-09,-1.36E-06
155,0,1.53E-06,-3.91E-07,2.14E-07
155,5,8.17E-07,2.85E-07,-2.08E-07
155,10,-1.42E-07,4.33E-07,-9.18E-07
155,15,-2.36E-07,2.94E-07,-1.24E-06
155,20,-2.67E-07,2.91E-07,-1.28E-06
155,25,-1.63E-07,1.47E-07,-1.38E-06
155,30,-1.65E-07,1.75E-07,-1.40E-06
155,35,-6.06E-08,3.98E-07,-1.29E-06
155,40,-3.02E-08,3.56E-07,-1.26E-06
155,45,-1.75E-07,2.53E-08,-1.17E-06
155,50,-1.31E-07,3.09E-07,-1.29E-06
155,60,-1.18E-07,2.61E-07,-1.15E-06
155,70,-2.73E-07,1.82E-07,-1.04E-06
155,80,4.06E-09,2.89E-07,-9.60E-07
155,90,-7.95E-08,4.30E-08,-1.00E-06
155,100,-1.12E-07,1.66E-07,-8.78E-07
156,0,3.08E-06,-2.66E-06,-2.80E-07
156,5,1.81E-06,-1.05E-06,-2.90E-07
156,10,1.82E-07,-2.07E-08,-1.17E-06
156,15,-3.65E-07,2.85E-07,-1.66E-06
156,20,-4.81E-07,4.69E-07,-1.82E-06
156,25,-6.11E-07,2.87E-07,-1.71E-06
156,30,-4.62E-07,4.13E-07,-1.71E-06
156,35,-3.44E-07,1.59E-07,-1.35E-06
156,40,-3.81E-07,1.62E-07,-1.49E-06
156,45,3.06E-08,2.64E-07,-1.42E-06
156,50,-2.76E-07,3.95E-07,-1.08E-06
156,60,-1.35E-07,3.70E-09,-1.04E-06
156,70,-1.26E-07,3.20E-07,-8.76E-07
156,80,-1.12E-07,2.80E-07,-1.04E-06
156,90,-1.94E-07,2.36E-07,-9.23E-07
156,100,-1.28E-07,-1.24E-07,-7.80E-07
157,0,2.03E-05,-1.88E-06,1.23E-06
157,5,8.99E-06,1.08E-06,6.95E-07
157,10,1.78E-07,1.50E-06,-1.14E-06
157,15,-2.16E-06,1.18E-06,-1.93E-06
157,20,-2.34E-06,7.54E-07,-2.21E-06
157,25,-2.46E-06,6.96E-07,-2.09E-06
157,30,-1.91E-06,6.73E-07,-1.64E-06
157,35,-1.25E-06,5.28E-07,-1.62E-06
157,40,-1.29E-06,3.44E-07,-1.29E-06
157,45,-8.66E-07,2.64E-07,-1.32E-06
157,50,-5.51E-07,3.53E-07,-1.22E-06
157,60,-6.20E-07,-1.18E-07,-1.19E-06
157,70,-3.68E-07,1.12E-07,-1.26E-06
157,80,-6.39E-07,-2.09E-07,-8.65E-07
157,90,-2.78E-07,-2.97E-07,-7.74E-07
157,100,-4.54E-08,2.16E-07,-9.56E-07
158,0,3.20E-06,1.15E-07,2.60E-05
158,5,-2.84E-07,-1.07E-06,2.34E-05
158,10,-1.12E-06,-2.14E-06,1.95E-05
158,15,-7.27E-07,-2.49E-06,1.59E-05
158,20,-7.27E-08,-1.95E-06,1.31E-05
158,25,-3.13E-07,-1.80E-06,1.03E-05
158,30,-2.53E-07,-1.08E-06,7.97E-06
158,35,-4.97E-08,-9.22E-07,6.17E-06
158,40,9.79E-08,-7.73E-07,5.01E-06
158,45,1.51E-08,-4.08E-07,4.05E-06
158,50,-1.93E-08,-4.15E-07,3.03E-06
158,60,1.99E-07,-8.63E-07,1.52E-06
158,70,1.22E-07,-1.04E-07,8.21E-07
158,80,-7.23E-09,-3.60E-07,3.81E-07
158,90,-5.49E-07,4.99E-07,-4.54E-07
158,100,-2.17E-07,5.66E-07,-4.73E-07
159,0,7.42E-06,1.88E-06,1.22E-05
159,5,2.06E-06,1.16E-06,1.20E-05
159,10,-7.40E-07,-5.35E-07,8.94E-06
159,15,-1.16E-06,-9.98E-07,6.43E-06
159,20,-8.84E-07,-1.10E-06,4.71E-06
159,25,-9.00E-07,-9.53E-07,3.16E-06
159,30,-9.94E-07,-8.20E-07,2.09E-06
159,35,-5.13E-07,-8.34E-07,1.48E-06
159,40,-3.05E-07,-3.44E-07,1.16E-06
159,45,-6.96E-07,-2.13E-07,1.23E-06
159,50,-6.43E-07,9.96E-08,8.11E-07
159,60,-4.51E-07,-7.76E-08,1.30E-07
159,70,-2.35E-07,4.67E-07,3.32E-07
159,80,-5.35E-07,2.73E-07,4.59E-08
159,90,-1.81E-08,5.61E-07,-4.20E-07
159,100,-1.05E-07,2.80E-07,-5.59E-07
160,0,2.81E-05,-2.41E-06,1.66E-05
160,5,1.54E-05,-3.31E-07,1.52E-05
160,10,5.14E-06,-4.73E-07,1.20E-05
160,15,1.61E-06,-8.62E-07,9.16E-06
160,20,6.93E-07,-1.07E-06,7.16E-06
160,25,5.05E-07,-8.98E-07,5.41E-06
160,30,-3.36E-07,-7.54E-07,3.80E-06
160,35,7.56E-08,-4.58E-07,3.03E-06
160,40,-2.55E-07,-6.98E-07,2.27E-06
160,45,-3.18E-08,-2.64E-07,1.35E-06
160,50,-1.23E-07,-1.70E-07,1.48E-06
160,60,4.10E-08,9.56E-08,4.61E-07
160,70,5.92E-07,-9.68E-08,5.26E-08
160,80,-7.36E-08,-3.82E-07,-3.81E-07
160,90,3.12E-07,8.77E-08,-6.19E-07
160,100,-2.78E-07,-3.52E-07,-4.20E-07
161,0,1.07E-05,1.40E-06,2.82E-05
161,5,6.11E-06,1.25E-06,2.44E-05
161,10,2.71E-06,2.57E-07,1.95E-05
161,15,1.63E-06,-3.49E-07,1.59E-05
161,20,1.06E-06,-4.83E-07,1.30E-05
161,25,7.44E-07,-8.37E-07,1.01E-05
161,30,4.00E-07,-1.00E-06,7.99E-06
161,35,4.70E-07,-5.63E-07,6.54E-06
161,40,5.49E-07,-7.65E-07,5.04E-06
161,45,5.24E-07,-8.41E-07,3.96E-06
161,50,3.56E-07,7.03E-08,3.19E-06
161,60,-5.08E-08,-3.06E-07,1.66E-06
161,70,-7.73E-08,1.43E-07,7.48E-07
161,80,3.75E-07,4.99E-08,7.57E-07
161,90,2.47E-07,2.26E-07,3.83E-07
161,100,2.50E-07,-3.60E-08,4.14E-07
162,0,4.79E-06,-4.72E-06,2.10E-05
162,5,2.27E-06,-5.00E-06,2.20E-05
162,10,1.04E-06,-5.60E-06,1.92E-05
162,15,8.03E-07,-4.90E-06,1.63E-05
162,20,5.73E-07,-4.12E-06,1.34E-05
162,25,3.44E-07,-2.82E-06,1.07E-05
162,30,5.93E-07,-2.35E-06,8.12E-06
162,35,2.22E-07,-1.84E-06,6.17E-06
162,40,3.93E-08,-1.56E-06,4.63E-06
162,45,1.40E-07,-9.52E-07,3.62E-06
162,50,-1.72E-07,-5.40E-07,3.09E-06
162,60,-7.81E-08,1.18E-07,1.36E-06
162,70,-2.93E-08,3.06E-07,9.05E-07
162,80,2.64E-07,7.40E-07,3.23E-07
162,90,-2.06E-07,3.27E-07,-2.06E-07
162,100,-4.89E-07,5.02E-07,-2.93E-07
163,0,2.79E-05,-3.73E-06,2.24E-05
163,5,1.46E-05,-2.34E-06,2.16E-05
163,10,5.45E-06,-2.94E-06,1.82E-05
163,15,3.00E-06,-2.85E-06,1.51E-05
163,20,2.04E-06,-2.67E-06,1.19E-05
163,25,1.64E-06,-2.15E-06,9.72E-06
163,30,1.12E-06,-1.82E-06,7.44E-06
163,35,1.01E-06,-1.26E-06,5.96E-06
163,40,4.17E-07,-9.30E-07,4.72E-06
163,45,3.12E-07,-7.19E-07,3.99E-06
163,50,5.65E-07,-1.86E-08,2.84E-06
163,60,1.42E-07,4.28E-07,1.85E-06
163,70,4.17E-07,3.10E-07,7.15E-07
163,80,2.72E-07,4.60E-07,-2.66E-07
163,90,2.03E-07,7.48E-07,-2.11E-07
163,100,-1.25E-07,6.30E-07,-2.40E-07
164,0,3.95E-06,-5.18E-06,2.38E-05
164,5,3.48E-06,-5.96E-06,2.17E-05
164,10,2.64E-06,-6.04E-06,1.82E-05
164,15,2.04E-06,-5.53E-06,1.51E-05
164,20,1.57E-06,-4.62E-06,1.21E-05
164,25,1.29E-06,-3.82E-06,9.90E-06
164,30,9.94E-07,-3.13E-06,7.63E-06
164,35,7.19E-07,-2.32E-06,5.81E-06
164,40,7.66E-07,-2.03E-06,4.75E-06
164,45,6.64E-07,-1.54E-06,3.55E-06
164,50,5.30E-07,-1.24E-06,2.65E-06
164,60,4.03E-07,-8.67E-07,1.79E-06
164,70,7.51E-07,-1.90E-07,9.01E-07
164,80,4.82E-08,-3.92E-08,4.81E-07
164,90,4.38E-07,1.13E-07,-1.41E-07
164,100,2.12E-07,2.67E-07,-3.23E-07
165,0,1.64E-05,-5.15E-06,1.51E-05
165,5,1.07E-05,-4.70E-06,1.57E-05
165,10,5.31E-06,-4.73E-06,1.36E-05
165,15,3.27E-06,-4.56E-06,1.11E-05
165,20,2.27E-06,-4.07E-06,8.94E-06
165,25,1.70E-06,-3.65E-06,7.02E-06
165,30,1.18E-06,-3.12E-06,5.32E-06
165,35,1.02E-06,-2.53E-06,3.91E-06
165,40,7.69E-07,-2.19E-06,2.98E-06
165,45,6.49E-07,-1.71E-06,2.66E-06
165,50,7.36E-07,-1.24E-06,1.60E-06
165,60,2.25E-07,-6.63E-07,9.94E-07
165,70,1.91E-07,-1.97E-07,2.61E-07
165,80,9.46E-08,-1.40E-07,3.50E-07
165,90,-1.83E-08,1.99E-07,-2.64E-07
165,100,-9.27E-08,4.13E-07,-2.74E-07
166,0,1.98E-05,-5.20E-06,2.28E-05
166,5,1.21E-05,-4.25E-06,1.95E-05
166,10,5.39E-06,-4.32E-06,1.48E-05
166,15,3.14E-06,-4.11E-06,1.16E-05
166,20,2.25E-06,-3.37E-06,9.06E-06
166,25,1.66E-06,-2.59E-06,7.07E-06
166,30,9.22E-07,-2.18E-06,4.99E-06
166,35,8.51E-07,-1.74E-06,3.61E-06
166,40,5.16E-07,-1.28E-06,2.67E-06
166,45,6.46E-07,-1.26E-06,1.80E-06
166,50,3.66E-07,-9.95E-07,8.93E-07
166,60,1.85E-07,-7.06E-07,3.71E-07
166,70,-3.31E-09,-3.39E-07,-5.34E-09
166,80,-2.51E-07,-4.84E-08,-2.80E-07
166,90,-2.81E-07,-1.50E-07,-8.97E-07
166,100,-1.89E-07,-1.98E-07,-6.27E-07
167,0,3.41E-06,-2.77E-06,2.26E-05
167,5,2.90E-06,-3.42E-06,2.03E-05
167,10,2.04E-06,-3.43E-06,1.64E-05
167,15,1.47E-06,-3.07E-06,1.32E-05
167,20,1.36E-06,-2.64E-06,1.05E-05
167,25,1.04E-06,-2.28E-06,8.15E-06
167,30,6.85E-07,-1.80E-06,6.24E-06
167,35,5.59E-07,-1.29E-06,4.52E-06
167,40,3.10E-07,-1.26E-06,3.34E-06
